Record ID	Web ID	Genus/Morphon 	Feeding Preference	Trophic ID 	Taxon ID	Log(Abundance)	Log(averageMass)	Log(Biomass)	Soil pH	C-tot	N-tot	Airborne N	Total N-input	Manure-N	Manure-P	P-pore water	Soil phosphate	Soil-Ptot	Soil-Cd 	Soil-Cr	Soil-Cu	Soil-Hg	Soil-Ni	Soil-Pb	Soil-Zn	Mean rainfall	Max rainfall	Average-T	Average-Tmax	Latitude	Longitude	Vegetation cover (%)	Ecosystem Type ID
3392	163	Dorylaimoidea	Omnivore nematode	81	81058	4.42	-0.6	3.82	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3393	163	Enchytraeidae (juveniles)	Substrate-inhabiting enchytraeids	44	44000	2.07	0.6	2.67	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3394	163	Enchytraeus	Bacterivore enchytraeids	34	34004	4.33	1.13	5.46	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3395	163	Eriophyidae	Macrophytophage and panphytophage mites	12	12042	1.98	-0.61	1.37	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3396	163	Eucephalobus	Bacterivore nematode	31	31065	5.2	-0.86	4.34	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3397	163	Eumonhystera	Incidental and active bacterial-feeding nematode	31	31067	3.72	-1.41	2.31	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3398	163	Eupodes	Omnivore mite	82	82046	3.6	0.01	3.6	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3399	163	Fridericia	Fungivore enchytraeids	24	24006	3.54	1.38	4.91	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3400	163	Friesea	Fungivore insects and pauropods	23	23010	1.98	0.43	2.41	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3401	163	Helicotylenchus	Plant-feeding nematode	11	11074	4.32	-0.79	3.53	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3402	163	Henlea	Substrate-inhabiting enchytraeids	44	44009	2.5	1.28	3.78	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3403	163	Hypogastrura	Fungivore insects and pauropods	23	23012	2.67	0.98	3.65	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3404	163	Isotoma	Fungivore insects and pauropods	23	23013	3.74	1.9	5.64	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3405	163	Isotomurus	Fungivore insects and pauropods	23	23015	2.93	1.79	4.72	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3406	163	Lepidocyrtus	Fungivore insects and pauropods	23	23016	2.45	1.23	3.68	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3407	163	Lumbricus	Substrate-ingesting lumbricids	45	45018	1.77	4.6	6.36	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3408	163	Macrocheles	Generalist mite	72	72072	2.67	0.76	3.44	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3409	163	Meloidogyne	Plant-feeding nematode	11	11091	4.02	-1.29	2.73	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3410	163	Mesaphorura	Fungivore insects and pauropods	23	23018	2.28	0.62	2.9	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3411	163	Mesostigmata (juveniles)	Omnivore mite	82	82075	2.45	-0.41	2.04	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3412	163	Microtydeus	Microphytophage mite (feeding on fungi)	22	22079	3.3	-0.86	2.44	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3413	163	Neodiplogasteridae	Omnivore nematode	81	81108	3.72	-1.47	2.25	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3414	163	Oppiella	Microphytophage mite (feeding on fungi)	22	22087	2.67	-0.45	2.23	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3415	163	Pachygnatidae	Macrophytophage and panphytophage mites	12	12092	2.82	-0.11	2.71	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3416	163	Panagrolaimus	Bacterivore nematode	31	31116	4.62	-0.94	3.68	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3417	163	Parasitus	Generalist mite	72	72096	2.58	0.86	3.44	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3418	163	Paratrichodorus	Plant-feeding nematode	11	11119	3.72	-0.63	3.09	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3419	163	Parisotoma	Fungivore insects and pauropods	23	23024	2.28	0.72	3	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3420	163	Penthalodidae	Macrophytophage and panphytophage mites	12	12099	2.45	0.25	2.7	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3421	163	Pergamasus	Generalist mite	72	72100	2.28	1.08	3.36	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3422	163	Plectus	Bacterivore nematode	31	31127	4.67	-0.58	4.09	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3423	163	Pratylenchus	Plant-feeding nematode	11	11129	4.2	-1.23	2.97	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3424	163	Prismatolaimus	Bacterivore nematode	31	31131	4.02	-1.28	2.74	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3425	163	Proisotoma	Fungivore insects and pauropods	23	23026	3.48	0.77	4.25	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3426	163	Pyemotes	Parasitizing mite (hosts are mites or nematodes)	92	92110	1.98	-0.61	1.37	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3427	163	Pygmephorus	Microphytophage mite (feeding on fungi)	22	22112	3.23	-0.38	2.86	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3428	163	Rhabditidae	Bacterivore nematode	31	31142	5.06	-0.69	4.37	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3429	163	Rhodacarellus	Generalist mite	72	72118	2.98	-0.31	2.67	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3430	163	Scutacarus	Omnivore mite	82	82125	3.21	-0.61	2.6	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3431	163	Sminthuridae	Plant-feeding collembolans and symphylids	13	13032	3.42	-0.61	2.82	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3432	163	Sminthurinus	Plant-feeding collembolans and symphylids	13	13034	3.37	0.62	3.99	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3433	163	Sminthurus	Plant-feeding collembolans and symphylids	13	13035	2.28	1.43	3.71	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3434	163	Sphaeridia	Plant-feeding collembolans and symphylids	13	13036	3.18	0.2	3.38	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3435	163	Stigmaeidae	Omnivore mite	82	82131	1.98	0.23	2.2	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3436	163	Tarsonemus	Omnivore mite	82	82134	2.58	-0.7	1.88	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3437	163	Tydeidae	Macrophytophage and panphytophage mites	12	12139	3.6	-0.61	2.99	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3438	163	Tylenchidae	Fungivore nematode	21	21160	4.83	-1.36	3.47	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3439	163	Tylenchorhynchus	Plant-feeding nematode	11	11163	4.42	-0.66	3.76	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3440	163	Tyrophagus	Microphytophage mite (feeding on fungi)	22	22140	3.39	0.01	3.4	5.6	22.4	2	34.2	1231	1197	304.8	83	960	965	0.23	17.3	17.8	0.03	<DL	15.9	34.5	0.4	2.9	14.5	22.4	51.73	5.66	85	4
3441	164	Achaeta	Fungivore enchytraeids	24	24001	3.32	0.81	4.13	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3442	164	Acrobeloides	Bacterivore nematode	31	31003	4.35	-1.17	3.18	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3443	164	Aphelenchoides	Fungivore nematode	21	21016	4.29	-1.5	2.8	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3444	164	Aporcelaimellus	Omnivore nematode	81	81019	3.45	0.55	4	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3445	164	Astigmata	Omnivore mite	82	82010	3.02	-0.86	2.15	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3446	164	Atropacarus	Macrophytophage and panphytophage mites	12	12011	1.98	0.25	2.23	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3447	164	Banksinoma	Microphytophage mite (feeding on fungi)	22	22013	2.28	-0.11	2.16	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3448	164	Cephalobidae	Bacterivore nematode	31	31032	3.75	-1.06	2.7	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3449	164	Ceratozetes	Omnivore mite	82	82024	3.06	0.2	3.26	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3450	164	Cognettia	Fungivore enchytraeids	24	24003	3.38	1.21	4.59	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3451	164	Coslenchus	Plant-feeding nematode	11	11041	4.15	-0.82	3.33	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3452	164	Dauerlarvae stage	"Passive, substrate-related nematode"	41	41046	3.45	-0.8	2.65	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3453	164	Enchytraeidae (juveniles)	Substrate-inhabiting enchytraeids	44	44000	2.49	0.94	3.43	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3454	164	Enchytraeus	Bacterivore enchytraeids	34	34004	3.46	0.75	4.21	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3455	164	Eulohmannia	Microphytophage mite (feeding on fungi)	22	22044	1.98	0.43	2.41	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3456	164	Eupodes	Omnivore mite	82	82046	3.23	0.01	3.24	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3457	164	Euzetes	Microphytophage mite (feeding on fungi)	22	22048	2.28	0.92	3.2	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3458	164	Filenchus	Plant-feeding nematode	11	11070	3.93	-1.03	2.89	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3459	164	Fridericia	Fungivore enchytraeids	24	24006	2.37	1.46	3.83	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3460	164	Galumna	Macrophytophage and panphytophage mites	12	12049	2.93	0.47	3.4	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3461	164	Geholaspis	Predatory mite (attacking arthropods)	62	62052	1.98	0.66	2.64	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3462	164	Helicotylenchus	Plant-feeding nematode	11	11074	3.93	-0.79	3.14	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3463	164	Hermannia	Microphytophage mite (feeding on fungi)	22	22054	2.58	0.72	3.3	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3464	164	Hypoaspis	Generalist mite	72	72058	1.98	0.33	2.31	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3465	164	Hypochthonius	Microphytophage mite (feeding on fungi)	22	22059	3.02	0.47	3.49	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3466	164	Isotoma	Fungivore insects and pauropods	23	23013	2.28	1.9	4.17	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3467	164	Isotomiella	Fungivore insects and pauropods	23	23014	2.45	0.82	3.27	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3468	164	Labidostomma	Generalist mite	72	72063	2.75	0.43	3.19	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3469	164	Lepidocyrtus	Fungivore insects and pauropods	23	23016	1.98	1.23	3.21	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3470	164	Liochthonius	Microphytophage mite (feeding on fungi)	22	22070	1.98	-0.65	1.32	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3471	164	Lumbricus	Substrate-ingesting lumbricids	45	45018	1.36	4.6	5.96	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3472	164	Lysigamasus	Generalist mite	72	72071	2.82	0.41	3.23	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3473	164	Macrocheles	Generalist mite	72	72072	2.45	0.76	3.21	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3474	164	Marionina	Substrate-inhabiting enchytraeids	44	44010	2.55	0.62	3.16	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3475	164	Megalothorax	Fungivore insects and pauropods	23	23017	2.67	0.01	2.68	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3476	164	Mesaphorura	Fungivore insects and pauropods	23	23018	2.28	0.62	2.9	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3477	164	Mesostigmata (juveniles)	Omnivore mite	82	82075	2.58	-0.41	2.17	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3478	164	Microtritia	Macrophytophage and panphytophage mites	12	12078	2.28	-0.38	1.9	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3479	164	Microtydeus	Microphytophage mite (feeding on fungi)	22	22079	2.93	-0.86	2.07	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3480	164	Nanhermannia	Microphytophage mite (feeding on fungi)	22	22081	1.98	0.26	2.24	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3481	164	Nanorchestes	Macrophytophage and panphytophage mites	12	12082	2.28	-0.41	1.87	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3482	164	Neelides	Fungivore insects and pauropods	23	23020	2.28	0.43	2.71	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3483	164	Nothrus	Macrophytophage and panphytophage mites	12	12085	2.88	0.63	3.51	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3484	164	Onychiurus	Fungivore insects and pauropods	23	23021	3.02	0.98	3.99	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3485	164	Oppiella	Microphytophage mite (feeding on fungi)	22	22087	2.28	-0.45	1.83	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3486	164	Oribatida (juveniles)	Omnivore mite	82	82090	2.58	-0.41	2.17	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3487	164	Pachygnatidae	Macrophytophage and panphytophage mites	12	12092	2.67	-0.11	2.56	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3488	164	Pachylaelaps	Generalist mite	72	72093	2.98	0.37	3.35	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3489	164	Paratylenchus	Plant-feeding nematode	11	11122	3.45	-1.24	2.21	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3490	164	Parisotoma	Fungivore insects and pauropods	23	23024	3.02	0.72	3.74	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3491	164	PAUROPODA	Fungivore insects and pauropods	23	23025	2.28	0.82	3.09	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3492	164	Phthiracarus	Macrophytophage and panphytophage mites	12	12102	2.28	0.06	2.34	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3493	164	Platynothrus	Macrophytophage and panphytophage mites	12	12104	3.45	0.71	4.16	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3494	164	Plectus	Bacterivore nematode	31	31127	4.4	-0.58	3.82	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3495	164	Pratylenchus	Plant-feeding nematode	11	11129	3.45	-1.23	2.22	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3496	164	Prismatolaimus	Bacterivore nematode	31	31131	4.05	-1.28	2.77	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3497	164	PROTURA	Fungivore insects and pauropods	23	23028	1.98	0.82	2.79	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3498	164	Rhabditidae	Bacterivore nematode	31	31142	3.75	-0.69	3.06	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
3499	164	Rhodacarus	Generalist mite	72	72120	2.45	0.01	2.46	3.3	54.7	3	33.6	34	0	0	2	70	227	0.44	30.3	8.3	0.11	<DL	64.1	58.8	2.2	13.3	13.6	18.3	51.29	5.59	100	6
