Record ID	Web ID	Genus/Morphon 	Feeding Preference	Trophic ID 	Taxon ID	Log(Abundance)	Log(averageMass)	Log(Biomass)	Soil pH	C-tot	N-tot	Airborne N	Total N-input	Manure-N	Manure-P	P-pore water	Soil phosphate	Soil-Ptot	Soil-Cd 	Soil-Cr	Soil-Cu	Soil-Hg	Soil-Ni	Soil-Pb	Soil-Zn	Mean rainfall	Max rainfall	Average-T	Average-Tmax	Latitude	Longitude	Vegetation cover (%)	Ecosystem Type ID
1731	133	Mesodorylaimus	Omnivore nematode	81	81093	3.88	-0.28	3.61	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1732	133	Neodiplogasteridae	Omnivore nematode	81	81108	4.19	-1.47	2.72	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1733	133	Pachylaelaps	Generalist mite	72	72093	2.28	0.37	2.65	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1734	133	Panagrolaimus	Bacterivore nematode	31	31116	3.88	-0.94	2.94	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1735	133	Paratylenchus	Plant-feeding nematode	11	11122	3.88	-1.24	2.64	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1736	133	Plectidae	Bacterivore nematode	31	31126	4.19	-1.02	3.17	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1737	133	Plectus	Bacterivore nematode	31	31127	3.88	-0.58	3.3	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1738	133	Pratylenchus	Plant-feeding nematode	11	11129	4.36	-1.23	3.14	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1739	133	Prismatolaimus	Bacterivore nematode	31	31131	3.88	-1.28	2.6	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1740	133	Qudsianematidae	Omnivore nematode	81	81140	4.49	-0.21	4.28	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1741	133	Rhabditidae	Bacterivore nematode	31	31142	4.93	-0.69	4.23	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1742	133	Rhagidiidae	Generalist mite	72	72116	2.45	0.2	2.66	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1743	133	Rotylenchus	Plant-feeding nematode	11	11144	3.88	-0.35	3.54	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1744	133	Scutacaridae	Omnivore mite	82	82124	3.09	-0.61	2.48	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1745	133	Sminthurinus	Plant-feeding collembolans and symphylids	13	13034	3.77	0.62	4.39	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1746	133	Tarsonemidae	Parasitizing mite (hosts are mites or nematodes)	92	92133	2.93	-0.7	2.23	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1747	133	Thornematidae	Omnivore nematode	81	81151	4.58	-0.47	4.11	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1748	133	Tripyla	Predating nematode (consuming nematodes)	51	51156	4.19	-0.42	3.76	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1749	133	Tydeidae	Macrophytophage and panphytophage mites	12	12139	1.98	-0.61	1.37	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1750	133	Tylenchidae	Fungivore nematode	21	21160	4.58	-1.36	3.22	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1751	133	Tylenchorhynchus	Plant-feeding nematode	11	11163	4.49	-0.66	3.82	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1752	133	Tyrophagus	Microphytophage mite (feeding on fungi)	22	22140	2.45	0.01	2.46	5.9	21.9	2	31.9	383	352	89.5	31	570	694	0.24	28.5	7.6	0.04	<DL	17.8	18.1	2.8	21.5	21.1	29.3	51.62	5.29	67	3
1753	134	Achaeta	Fungivore enchytraeids	24	24001	2.25	0.84	3.09	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1754	134	Acrobeles	Bacterivore nematode	31	31002	4.54	-0.72	3.82	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1755	134	Acrobeloides	Bacterivore nematode	31	31003	4.64	-1.17	3.47	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1756	134	Alaimus	Bacterivore nematode	31	31008	3.94	-0.86	3.08	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1757	134	Alliphis	Predatory mite (attacking nematodes)	52	52004	3.52	0.05	3.57	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1758	134	Aporcelaimellus	Omnivore nematode	81	81019	4.24	0.55	4.79	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1759	134	Aporrectodea	Substrate-ingesting lumbricids	45	45013	0.62	4.7	5.32	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1760	134	Arctoseius	Generalist mite	72	72007	2.93	-0.15	2.78	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1761	134	Bdellidae	Predatory mite (attacking arthropods)	62	62015	3.12	0.82	3.94	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1762	134	Cephalobidae	Bacterivore nematode	31	31032	4.79	-1.06	3.73	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1763	134	Cheiroseius (=Sejus)	Generalist mite	72	72026	3.18	0.36	3.54	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1764	134	Dauerlarvae stage	"Passive, substrate-related nematode"	41	41046	5.62	-0.8	4.82	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1765	134	Dendrolaelaps	Generalist mite	72	72034	3.69	0.03	3.72	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1766	134	Dolichodoridae	Plant-feeding nematode	11	11054	4.72	-0.89	3.83	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1767	134	Dorylaimoidea	Omnivore nematode	81	81058	4.42	-0.6	3.81	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1768	134	Enchytraeidae (juveniles)	Substrate-inhabiting enchytraeids	44	44000	4.04	1.09	5.13	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1769	134	Enchytraeus	Bacterivore enchytraeids	34	34004	4.09	0.8	4.89	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1770	134	Eucephalobus	Bacterivore nematode	31	31065	5.34	-0.86	4.48	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1771	134	Eumonhystera	Incidental and active bacterial-feeding nematode	31	31067	3.94	-1.41	2.53	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1772	134	Eupodidae	Omnivore mite	82	82047	3.69	0.01	3.7	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1773	134	Folsomia	Fungivore insects and pauropods	23	23009	3.68	0.9	4.58	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1774	134	Fridericia	Fungivore enchytraeids	24	24006	3.69	1.39	5.08	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1775	134	Helicotylenchus	Plant-feeding nematode	11	11074	4.24	-0.79	3.45	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1776	134	Henlea	Substrate-inhabiting enchytraeids	44	44009	3.22	1.71	4.93	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1777	134	Hypogastrura	Fungivore insects and pauropods	23	23012	2.67	0.98	3.65	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1778	134	Isotoma	Fungivore insects and pauropods	23	23013	3.76	1.9	5.66	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1779	134	Lumbricus	Substrate-ingesting lumbricids	45	45018	1.32	4.6	5.91	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1780	134	Meloidogyne	Plant-feeding nematode	11	11091	4.64	-1.29	3.35	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1781	134	Mesodorylaimus	Omnivore nematode	81	81093	3.94	-0.28	3.66	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1782	134	Mononchidae	Predating nematode (consuming nematodes)	51	51102	3.94	-0.83	3.11	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1783	134	Neodiplogasteridae	Omnivore nematode	81	81108	4.42	-1.47	2.95	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1784	134	Oppiella	Microphytophage mite (feeding on fungi)	22	22087	2.58	-0.45	2.13	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1785	134	Panagrolaimus	Bacterivore nematode	31	31116	4.24	-0.94	3.3	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1786	134	Pergamasus	Generalist mite	72	72100	3.12	1.08	4.2	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1787	134	Plectus	Bacterivore nematode	31	31127	3.94	-0.58	3.36	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1788	134	Pratylenchus	Plant-feeding nematode	11	11129	4.24	-1.23	3.02	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1789	134	Prismatolaimus	Bacterivore nematode	31	31131	3.94	-1.28	2.66	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1790	134	Qudsianematidae	Omnivore nematode	81	81140	3.94	-0.21	3.73	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1791	134	Rhabditidae	Bacterivore nematode	31	31142	4.94	-0.69	4.25	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1792	134	Rhagidiidae	Generalist mite	72	72116	2.75	0.2	2.96	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1793	134	Scutacaridae	Omnivore mite	82	82124	4.48	-0.61	3.87	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1794	134	Sminthurinus	Plant-feeding collembolans and symphylids	13	13034	3.6	0.62	4.22	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1795	134	Stigmaeidae	Omnivore mite	82	82131	1.98	0.23	2.2	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1796	134	Tarsonemidae	Parasitizing mite (hosts are mites or nematodes)	92	92133	3.12	-0.7	2.42	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1797	134	Tectocepheus	Microphytophage mite (feeding on fungi)	22	22135	2.58	-0.22	2.36	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1798	134	Thornematidae	Omnivore nematode	81	81151	4.42	-0.47	3.95	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1799	134	Tylenchidae	Fungivore nematode	21	21160	4.54	-1.36	3.18	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1800	134	Tylenchorhynchus	Plant-feeding nematode	11	11163	4.79	-0.66	4.12	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1801	134	Uropoda	Generalist mite	72	72142	1.98	0.48	2.46	4.7	30.6	2	35.4	532	497	126.4	77	690	747	0.29	19.1	9.7	0.04	<DL	14.9	26	1.4	12.8	18.9	26.5	51.69	5.68	100	3
1802	135	Acrobeles	Bacterivore nematode	31	31002	4.31	-0.72	3.59	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1803	135	Acrobeloides	Bacterivore nematode	31	31003	4.79	-1.17	3.62	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1804	135	Aglenchus	Plant-feeding nematode	11	11006	3.83	-1.05	2.78	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1805	135	Alliphis	Predatory mite (attacking nematodes)	52	52004	3.39	0.05	3.44	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1806	135	Anaplectus	Bacterivore nematode	31	31012	4.13	-0.52	3.61	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1807	135	Aphelenchoides	Fungivore nematode	21	21016	4.13	-1.5	2.64	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1808	135	Aporrectodea	Substrate-ingesting lumbricids	45	45013	0.92	4.7	5.62	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1809	135	Arctoseius	Generalist mite	72	72007	2.82	-0.15	2.67	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1810	135	Bdellidae	Predatory mite (attacking arthropods)	62	62015	1.98	0.82	2.79	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1811	135	Cephalobidae	Bacterivore nematode	31	31032	4.79	-1.06	3.73	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1812	135	Cheiroseius (=Sejus)	Generalist mite	72	72026	3.02	0.36	3.37	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1813	135	Coslenchus	Plant-feeding nematode	11	11041	4.13	-0.82	3.31	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1814	135	Dauerlarvae stage	"Passive, substrate-related nematode"	41	41046	5.46	-0.8	4.65	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1815	135	Dendrolaelaps	Generalist mite	72	72034	2.28	0.03	2.3	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1816	135	Dolichodoridae	Plant-feeding nematode	11	11054	4.68	-0.89	3.79	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1817	135	Dorylaimoidea	Omnivore nematode	81	81058	4.61	-0.6	4.01	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1818	135	Enchytraeidae (juveniles)	Substrate-inhabiting enchytraeids	44	44000	3.95	1.16	5.11	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1819	135	Enchytraeus	Bacterivore enchytraeids	34	34004	3.9	1	4.9	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1820	135	Eucephalobus	Bacterivore nematode	31	31065	5.19	-0.86	4.34	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1821	135	Eupodidae	Omnivore mite	82	82047	3.02	0.01	3.02	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1822	135	Fridericia	Fungivore enchytraeids	24	24006	2.92	1.41	4.33	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1823	135	Helicotylenchus	Plant-feeding nematode	11	11074	3.83	-0.79	3.04	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1824	135	Henlea	Substrate-inhabiting enchytraeids	44	44009	3.83	1.34	5.18	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1825	135	Heterodera	Plant-feeding nematode	11	11077	4.13	-0.88	3.25	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1826	135	Hypogastrura	Fungivore insects and pauropods	23	23012	3.47	0.98	4.44	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1827	135	Isotoma	Fungivore insects and pauropods	23	23013	3.09	1.9	4.99	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1828	135	Lumbricus	Substrate-ingesting lumbricids	45	45018	0.62	4.6	5.22	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1829	135	Meloidogyne	Plant-feeding nematode	11	11091	3.83	-1.29	2.55	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1830	135	Mononchidae	Predating nematode (consuming nematodes)	51	51102	4.13	-0.83	3.31	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1831	135	Mononchus	Predating nematode (consuming nematodes)	51	51104	3.83	-0.94	2.89	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1832	135	Neodiplogasteridae	Omnivore nematode	81	81108	4.13	-1.47	2.67	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1833	135	Panagrolaimus	Bacterivore nematode	31	31116	3.83	-0.94	2.89	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1834	135	Paratylenchus	Plant-feeding nematode	11	11122	3.83	-1.24	2.59	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1835	135	Plectus	Bacterivore nematode	31	31127	4.13	-0.58	3.55	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1836	135	Pratylenchus	Plant-feeding nematode	11	11129	4.13	-1.23	2.91	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1837	135	Prismatolaimus	Bacterivore nematode	31	31131	4.31	-1.28	3.03	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1838	135	Rhabditidae	Bacterivore nematode	31	31142	4.95	-0.69	4.26	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1839	135	Rhagidiidae	Generalist mite	72	72116	1.98	0.2	2.18	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
1840	135	Rhodacarellus	Generalist mite	72	72118	1.98	-0.31	1.67	5.4	18.6	1	37.6	419	381	97	36	470	507	0.27	27.9	8.6	0.03	<DL	8.5	28.1	2.2	12.2	19.8	29.3	51.62	5.92	66	3
